"","SKU","Description","Date","Quantity","Expiration.Date","Days.To.Expiry","Status"
"57997",1063581,"ANMUM CHOCO 80X46G",2016-11-30,497.8625,2018-01-29,425,"Fresh"
"58002",1063582,"ANMUM PLAIN 80X37.5G LEDA",2016-11-30,307,2018-01-22,418,"Fresh"
"58003",1063582,"ANMUM PLAIN 80X37.5G LEDA",2016-11-30,317.175,2018-01-24,420,"Fresh"
"58008",1063645,"ANMUM MATERNA 24X375G",2016-11-30,11,2018-04-22,508,"Fresh"
"58009",1063647,"ANMUM MATERNA CHOCO 24X375G",2016-11-30,4,2017-06-13,195,"Fresh"
"58010",1063647,"ANMUM MATERNA CHOCO 24X375G",2016-11-30,21,2018-03-15,470,"Fresh"
"58015",1064002,"ANMUM VANILLA MANGO 24X180G",2016-11-30,676,2018-04-26,512,"Fresh"
"58020",1064003,"ANMUM VANILLA MANGO 24X375G",2016-11-30,43,2018-03-22,477,"Fresh"
"58021",1064003,"ANMUM VANILLA MANGO 24X375G",2016-11-30,423,2018-04-26,512,"Fresh"
"58024",1064023,"ANMUM VANILLA MANGO 80X37.5 G",2016-11-30,0.925,2017-09-05,279,"Fresh"
"58025",1064023,"ANMUM VANILLA MANGO 80X37.5 G",2016-11-30,279.675,2018-01-26,422,"Fresh"
"58038",1064935,"ANCHOR FAMILY MILK CHOC 32X150G",2016-11-30,1,2017-10-22,326,"Fresh"
"58040",1064935,"ANCHOR FAMILY MILK CHOC 32X150G",2016-11-30,441,2018-02-28,455,"Fresh"
"58047",1064936,"ANCHOR FAMILY MILK CHOC 12X700G",2016-11-30,1,2018-02-06,433,"Fresh"
"58051",1064936,"ANCHOR FAMILY MILK CHOC 12X700G",2016-11-30,467,2018-05-10,526,"Fresh"
"58052",1064936,"ANCHOR FAMILY MILK CHOC 12X700G",2016-11-30,1138,2018-05-11,527,"Fresh"
"58065",1064975,"ANLENE GOLD REFORM 12X600G",2016-11-30,1,2018-02-13,440,"Fresh"
"58067",1064975,"ANLENE GOLD REFORM 12X600G",2016-11-30,1,2018-02-15,442,"Fresh"
"58072",1064975,"ANLENE GOLD REFORM 12X600G",2016-11-30,1,2018-03-07,462,"Fresh"
"58074",1064975,"ANLENE GOLD REFORM 12X600G",2016-11-30,2,2018-04-09,495,"Fresh"
"58075",1064975,"ANLENE GOLD REFORM 12X600G",2016-11-30,8,2018-04-10,496,"Fresh"
"58076",1064975,"ANLENE GOLD REFORM 12X600G",2016-11-30,1464,2018-04-20,506,"Fresh"
"58077",1064975,"ANLENE GOLD REFORM 12X600G",2016-11-30,1596,2018-05-06,522,"Fresh"
"58078",1064975,"ANLENE GOLD REFORM 12X600G",2016-11-30,1330,2018-05-07,523,"Fresh"
"58079",1064975,"ANLENE GOLD REFORM 12X600G",2016-11-30,404,2018-05-08,524,"Fresh"
"58117",1064984,"ANLENE GOLD NANOCAL 24X390G",2016-11-30,196,2018-04-18,504,"Fresh"
"58118",1064984,"ANLENE GOLD NANOCAL 24X390G",2016-11-30,931,2018-05-14,530,"Fresh"
"58119",1064984,"ANLENE GOLD NANOCAL 24X390G",2016-11-30,1328,2018-05-15,531,"Fresh"
"58143",1064986,"ANLENE GOLD CHOCOLATE 24X385G",2016-11-30,383,2018-04-04,490,"Fresh"
"58144",1064986,"ANLENE GOLD CHOCOLATE 24X385G",2016-11-30,787,2018-04-05,491,"Fresh"
"58145",1064986,"ANLENE GOLD CHOCOLATE 24X385G",2016-11-30,782,2018-05-08,524,"Fresh"
"58146",1064986,"ANLENE GOLD CHOCOLATE 24X385G",2016-11-30,294,2018-05-09,525,"Fresh"
"58155",1065037,"ANCHOR 6X2.5KG(PH) CAN",2016-11-30,374,2019-08-05,978,"Fresh"
"58156",1065037,"ANCHOR 6X2.5KG(PH) CAN",2016-11-30,616,2019-08-10,983,"Fresh"
"58165",1065201,"ANMUM MATERNA PLAIN 12X800G",2016-11-30,1,2018-02-28,455,"Fresh"
"58167",1065201,"ANMUM MATERNA PLAIN 12X800G",2016-11-30,541,2018-04-24,510,"Fresh"
"58168",1065201,"ANMUM MATERNA PLAIN 12X800G",2016-11-30,248,2018-05-22,538,"Fresh"
"58176",1065202,"ANMUM MATERNA CHOCO 12X800G",2016-11-30,1,2018-03-23,478,"Fresh"
"58177",1065202,"ANMUM MATERNA CHOCO 12X800G",2016-11-30,250,2018-04-28,514,"Fresh"
"58178",1065202,"ANMUM MATERNA CHOCO 12X800G",2016-11-30,375,2018-05-11,527,"Fresh"
"58179",1065202,"ANMUM MATERNA CHOCO 12X800G",2016-11-30,683,2018-05-12,528,"Fresh"
"58185",1065315,"ANLENE GOLD 12X990G SUP",2016-11-30,1,2018-02-10,437,"Fresh"
"58187",1065315,"ANLENE GOLD 12X990G SUP",2016-11-30,1,2018-02-12,439,"Fresh"
"58189",1065315,"ANLENE GOLD 12X990G SUP",2016-11-30,1,2018-03-08,463,"Fresh"
"58191",1065315,"ANLENE GOLD 12X990G SUP",2016-11-30,1,2018-03-21,476,"Fresh"
"58192",1065315,"ANLENE GOLD 12X990G SUP",2016-11-30,1,2018-03-22,477,"Fresh"
"58194",1065315,"ANLENE GOLD 12X990G SUP",2016-11-30,5,2018-03-28,483,"Fresh"
"58196",1065315,"ANLENE GOLD 12X990G SUP",2016-11-30,1,2018-04-11,497,"Fresh"
"58197",1065315,"ANLENE GOLD 12X990G SUP",2016-11-30,370,2018-04-12,498,"Fresh"
"58198",1065315,"ANLENE GOLD 12X990G SUP",2016-11-30,240,2018-05-16,532,"Fresh"
"58199",1065315,"ANLENE GOLD 12X990G SUP",2016-11-30,888,2018-05-17,533,"Fresh"
"58200",1065315,"ANLENE GOLD 12X990G SUP",2016-11-30,1047,2018-05-18,534,"Fresh"
"58253",1065316,"ANLENE GOLD 24X180G SUP",2016-11-30,873,2018-05-05,521,"Fresh"
"58254",1065316,"ANLENE GOLD 24X180G SUP",2016-11-30,1109,2018-05-06,522,"Fresh"
"58255",1065316,"ANLENE GOLD 24X180G SUP",2016-11-30,670,2018-05-07,523,"Fresh"
"58256",1065316,"ANLENE GOLD 24X180G SUP",2016-11-30,1127,2018-05-08,524,"Fresh"
"58257",1065316,"ANLENE GOLD 24X180G SUP",2016-11-30,2891.75,2018-05-18,534,"Fresh"
"58290",1065317,"ANLENE GOLD CHOC 12X980G SUP",2016-11-30,1,2018-02-04,431,"Fresh"
"58292",1065317,"ANLENE GOLD CHOC 12X980G SUP",2016-11-30,1,2018-03-12,467,"Fresh"
"58293",1065317,"ANLENE GOLD CHOC 12X980G SUP",2016-11-30,666,2018-04-06,492,"Fresh"
"58294",1065317,"ANLENE GOLD CHOC 12X980G SUP",2016-11-30,310,2018-04-07,493,"Fresh"
"58295",1065317,"ANLENE GOLD CHOC 12X980G SUP",2016-11-30,1083,2018-05-10,526,"Fresh"
"58313",1065318,"ANLENE GOLD CHOC 24X175G SUP",2016-11-30,672,2018-04-05,491,"Fresh"
"58314",1065318,"ANLENE GOLD CHOC 24X175G SUP",2016-11-30,1058,2018-05-08,524,"Fresh"
"58315",1065318,"ANLENE GOLD CHOC 24X175G SUP",2016-11-30,1740,2018-05-09,525,"Fresh"
"58324",10332315,"ANC FAMILY MILK 12X655G",2016-11-30,1,2017-04-20,141,"Fresh"
"58347",10333759,"ANC UHT FRESH 1L AT P70 SRP",2016-11-30,0.666666666666667,2017-06-09,191,"Fresh"
"58348",10333759,"ANC UHT FRESH 1L AT P70 SRP",2016-11-30,686,2017-06-16,198,"Fresh"
"58389",10341116,"ANC FAMILY MILK 24X300G+35G",2016-11-30,71,2018-05-03,519,"Fresh"
"58390",10341116,"ANC FAMILY MILK 24X300G+35G",2016-11-30,945,2018-05-04,520,"Fresh"
"58391",10341116,"ANC FAMILY MILK 24X300G+35G",2016-11-30,1137,2018-05-20,536,"Fresh"
"58399",10341311,"ANC FAMILY MILK 32X140G+10G",2016-11-30,33,2018-01-08,404,"Fresh"
"58400",10341311,"ANC FAMILY MILK 32X140G+10G",2016-11-30,986.53125,2018-02-20,447,"Fresh"
"58414",10341429,"ANC FAMILY MILK 12X900G+100G",2016-11-30,511,2018-05-03,519,"Fresh"
"58415",10341429,"ANC FAMILY MILK 12X900G+100G",2016-11-30,314,2018-05-19,535,"Fresh"
"58416",10341429,"ANC FAMILY MILK 12X900G+100G",2016-11-30,953,2018-05-20,536,"Fresh"
"58432",10341430,"ANC FAMILY MILK 12X655G+45G",2016-11-30,2476.58333333333,2018-05-19,535,"Fresh"
"58452",10343543,"ANL GOLD CHOC 24X300G",2016-11-30,1,2018-02-06,433,"Fresh"
"58455",10343543,"ANL GOLD CHOC 24X300G",2016-11-30,1,2018-03-13,468,"Fresh"
"58456",10343543,"ANL GOLD CHOC 24X300G",2016-11-30,2,2018-04-05,491,"Fresh"
"58458",10343543,"ANL GOLD CHOC 24X300G",2016-11-30,74,2018-04-28,514,"Fresh"
"58459",10343543,"ANL GOLD CHOC 24X300G",2016-11-30,883,2018-05-09,525,"Fresh"
"58460",10343543,"ANL GOLD CHOC 24X300G",2016-11-30,760,2018-05-10,526,"Fresh"
"58478",10343544,"ANL GOLD PLAIN 24X300G",2016-11-30,0.875,2018-02-23,450,"Fresh"
"58480",10343544,"ANL GOLD PLAIN 24X300G",2016-11-30,1,2018-03-06,461,"Fresh"
"58481",10343544,"ANL GOLD PLAIN 24X300G",2016-11-30,1,2018-03-20,475,"Fresh"
"58484",10343544,"ANL GOLD PLAIN 24X300G",2016-11-30,2,2018-04-12,498,"Fresh"
"58486",10343544,"ANL GOLD PLAIN 24X300G",2016-11-30,1046,2018-04-19,505,"Fresh"
"58487",10343544,"ANL GOLD PLAIN 24X300G",2016-11-30,801,2018-04-20,506,"Fresh"
"58488",10343544,"ANL GOLD PLAIN 24X300G",2016-11-30,397,2018-05-15,531,"Fresh"
"58489",10343544,"ANL GOLD PLAIN 24X300G",2016-11-30,1205,2018-05-16,532,"Fresh"
"58504",10351199,"ANM CHOC 4X3 800G SUYSING",2016-11-30,6,2018-01-16,412,"Fresh"
"58505",10351199,"ANM CHOC 4X3 800G SUYSING",2016-11-30,2,2018-03-14,469,"Fresh"
"58510",10351200,"ANM PLAIN 4X3 800G SUYSING",2016-11-30,2,2017-09-09,283,"Fresh"
"58511",10351200,"ANM PLAIN 4X3 800G SUYSING",2016-11-30,4,2018-01-17,413,"Fresh"
"58512",10351200,"ANM PLAIN 4X3 800G SUYSING",2016-11-30,2,2018-02-28,455,"Fresh"
"58516",10354033,"ANM PLAIN 6X4X180G SUYSING",2016-11-30,4,2018-02-25,452,"Fresh"
"58517",10354033,"ANM PLAIN 6X4X180G SUYSING",2016-11-30,10,2018-04-24,510,"Fresh"
"58522",10354037,"ANM CHOC 6X4X180G SUYSING",2016-11-30,9,2018-02-24,451,"Fresh"
"58523",10354037,"ANM CHOC 6X4X180G SUYSING",2016-11-30,2,2018-04-26,512,"Fresh"
"58532",10367045,"ANL GOLD PLAIN 72X30G",2016-11-30,65,2017-10-19,323,"Fresh"
"58533",10367045,"ANL GOLD PLAIN 72X30G",2016-11-30,1121,2017-10-29,333,"Fresh"
"58534",10367045,"ANL GOLD PLAIN 72X30G",2016-11-30,842,2017-11-04,339,"Fresh"
"58535",10367045,"ANL GOLD PLAIN 72X30G",2016-11-30,851,2017-11-05,340,"Fresh"
"58536",10367045,"ANL GOLD PLAIN 72X30G",2016-11-30,827,2017-11-14,349,"Fresh"
"58537",10367045,"ANL GOLD PLAIN 72X30G",2016-11-30,427,2017-11-15,350,"Fresh"
"58538",10367045,"ANL GOLD PLAIN 72X30G",2016-11-30,420,2017-11-16,351,"Fresh"
"58539",10367045,"ANL GOLD PLAIN 72X30G",2016-11-30,844,2017-11-17,352,"Fresh"
"58571",10369151,"ANL CONC CHOC 3X4X110ML",2016-11-30,138,2017-05-01,152,"Fresh"
"58697",112991,"ANCHOR UHT LITE 12X1L NEW",2016-12-01,3,2017-05-03,153,"Fresh"
"58698",112991,"ANCHOR UHT LITE 12X1L NEW",2016-12-01,80,2017-05-11,161,"Fresh"
"58699",112991,"ANCHOR UHT LITE 12X1L NEW",2016-12-01,11,2017-05-19,169,"Fresh"
"58700",112991,"ANCHOR UHT LITE 12X1L NEW",2016-12-01,3264,2017-06-07,188,"Fresh"
"58702",112991,"ANCHOR UHT LITE 12X1L NEW",2016-12-01,3238,2017-06-15,196,"Fresh"
"58703",112991,"ANCHOR UHT LITE 12X1L NEW",2016-12-01,3400,2017-06-20,201,"Fresh"
"58728",114511,"UHT MLK ANC FBNZ 12x1LTR (NEW)",2016-12-01,0.583333333333333,2017-06-08,189,"Fresh"
"58730",114511,"UHT MLK ANC FBNZ 12x1LTR (NEW)",2016-12-01,5917,2017-06-16,197,"Fresh"
"58762",1053009,"Anchor FCMP 24x150g",2016-12-01,21,2017-12-22,386,"Fresh"
"58763",1053009,"Anchor FCMP 24x150g",2016-12-01,436,2018-02-14,440,"Fresh"
"58771",1053010,"ANCHOR FCMP 24 X 350G",2016-12-01,495,2017-12-28,392,"Fresh"
"58772",1053010,"ANCHOR FCMP 24 X 350G",2016-12-01,165,2018-02-14,440,"Fresh"
"58778",1053011,"ANCHOR FCMP 12 X700G",2016-12-01,1,2017-10-30,333,"Fresh"
"58780",1053011,"ANCHOR FCMP 12 X700G",2016-12-01,1,2017-12-13,377,"Fresh"
"58783",1053011,"ANCHOR FCMP 12 X700G",2016-12-01,733,2018-02-14,440,"Fresh"
"58791",1057371,"ANCHOR FCMP 6X1.8kg (Phillipines)",2016-12-01,655,2019-07-25,966,"Fresh"
"58792",1057371,"ANCHOR FCMP 6X1.8kg (Phillipines)",2016-12-01,1842,2019-08-18,990,"Fresh"
"58796",1062473,"ANLENE CONCENTRAT VNL-PH 110ML",2016-12-01,1058,2017-06-08,189,"Fresh"
"58797",1062473,"ANLENE CONCENTRAT VNL-PH 110ML",2016-12-01,2856,2017-07-15,226,"Fresh"
"58805",1062474,"ANLENE CONCENTRATCHOC-PH 110ML",2016-12-01,858,2017-06-06,187,"Fresh"
"58806",1062474,"ANLENE CONCENTRATCHOC-PH 110ML",2016-12-01,2970,2017-07-16,227,"Fresh"
"58816",1063485,"ANMUM MATERNA PLAIN 24X180G (LEDA)",2016-12-01,1,2018-04-24,509,"Fresh"
"58817",1063485,"ANMUM MATERNA PLAIN 24X180G (LEDA)",2016-12-01,117.833333333333,2018-04-25,510,"Fresh"
"58818",1063485,"ANMUM MATERNA PLAIN 24X180G (LEDA)",2016-12-01,867,2018-05-21,536,"Fresh"
"58819",1063485,"ANMUM MATERNA PLAIN 24X180G (LEDA)",2016-12-01,894,2018-05-22,537,"Fresh"
"58829",1063486,"ANMUM MAT CHOC 24x180G LEDA",2016-12-01,170,2018-04-27,512,"Fresh"
"58830",1063486,"ANMUM MAT CHOC 24x180G LEDA",2016-12-01,867,2018-05-11,526,"Fresh"
"58838",1063488,"ANMUM MATERNA PLAIN 24X375G (LEDA)",2016-12-01,1,2018-02-27,453,"Fresh"
"58841",1063488,"ANMUM MATERNA PLAIN 24X375G (LEDA)",2016-12-01,82,2018-04-23,508,"Fresh"
"58842",1063488,"ANMUM MATERNA PLAIN 24X375G (LEDA)",2016-12-01,1371.25,2018-05-21,536,"Fresh"
"58852",1063491,"ANMUM CHOC 24X375G",2016-12-01,147,2018-04-27,512,"Fresh"
"58853",1063491,"ANMUM CHOC 24X375G",2016-12-01,720,2018-05-11,526,"Fresh"
"58858",1063581,"ANMUM CHOCO 80X46G",2016-12-01,10.075,2017-08-23,265,"Fresh"
"58859",1063581,"ANMUM CHOCO 80X46G",2016-12-01,192.925,2018-01-26,421,"Fresh"
"58860",1063581,"ANMUM CHOCO 80X46G",2016-12-01,497.8625,2018-01-29,424,"Fresh"
"58865",1063582,"ANMUM PLAIN 80X37.5G LEDA",2016-12-01,307,2018-01-22,417,"Fresh"
"58866",1063582,"ANMUM PLAIN 80X37.5G LEDA",2016-12-01,317.175,2018-01-24,419,"Fresh"
"58871",1063645,"ANMUM MATERNA 24X375G",2016-12-01,11,2018-04-22,507,"Fresh"
"58872",1063647,"ANMUM MATERNA CHOCO 24X375G",2016-12-01,4,2017-06-13,194,"Fresh"
"58873",1063647,"ANMUM MATERNA CHOCO 24X375G",2016-12-01,21,2018-03-15,469,"Fresh"
"58878",1064002,"ANMUM VANILLA MANGO 24X180G",2016-12-01,676,2018-04-26,511,"Fresh"
"58883",1064003,"ANMUM VANILLA MANGO 24X375G",2016-12-01,43,2018-03-22,476,"Fresh"
"58884",1064003,"ANMUM VANILLA MANGO 24X375G",2016-12-01,423,2018-04-26,511,"Fresh"
"58887",1064023,"ANMUM VANILLA MANGO 80X37.5 G",2016-12-01,0.925,2017-09-05,278,"Fresh"
"58888",1064023,"ANMUM VANILLA MANGO 80X37.5 G",2016-12-01,279.675,2018-01-26,421,"Fresh"
"58901",1064935,"ANCHOR FAMILY MILK CHOC 32X150G",2016-12-01,1,2017-10-22,325,"Fresh"
"58903",1064935,"ANCHOR FAMILY MILK CHOC 32X150G",2016-12-01,441,2018-02-28,454,"Fresh"
"58910",1064936,"ANCHOR FAMILY MILK CHOC 12X700G",2016-12-01,1,2018-02-06,432,"Fresh"
"58914",1064936,"ANCHOR FAMILY MILK CHOC 12X700G",2016-12-01,467,2018-05-10,525,"Fresh"
"58915",1064936,"ANCHOR FAMILY MILK CHOC 12X700G",2016-12-01,1138,2018-05-11,526,"Fresh"
"58928",1064975,"ANLENE GOLD REFORM 12X600G",2016-12-01,1,2018-02-13,439,"Fresh"
"58930",1064975,"ANLENE GOLD REFORM 12X600G",2016-12-01,1,2018-02-15,441,"Fresh"
"58935",1064975,"ANLENE GOLD REFORM 12X600G",2016-12-01,1,2018-03-07,461,"Fresh"
"58937",1064975,"ANLENE GOLD REFORM 12X600G",2016-12-01,2,2018-04-09,494,"Fresh"
"58938",1064975,"ANLENE GOLD REFORM 12X600G",2016-12-01,8,2018-04-10,495,"Fresh"
"58939",1064975,"ANLENE GOLD REFORM 12X600G",2016-12-01,1464,2018-04-20,505,"Fresh"
"58940",1064975,"ANLENE GOLD REFORM 12X600G",2016-12-01,1596,2018-05-06,521,"Fresh"
"58941",1064975,"ANLENE GOLD REFORM 12X600G",2016-12-01,1330,2018-05-07,522,"Fresh"
"58942",1064975,"ANLENE GOLD REFORM 12X600G",2016-12-01,404,2018-05-08,523,"Fresh"
"58980",1064984,"ANLENE GOLD NANOCAL 24X390G",2016-12-01,196,2018-04-18,503,"Fresh"
"58981",1064984,"ANLENE GOLD NANOCAL 24X390G",2016-12-01,931,2018-05-14,529,"Fresh"
"58982",1064984,"ANLENE GOLD NANOCAL 24X390G",2016-12-01,1328,2018-05-15,530,"Fresh"
"59006",1064986,"ANLENE GOLD CHOCOLATE 24X385G",2016-12-01,383,2018-04-04,489,"Fresh"
"59007",1064986,"ANLENE GOLD CHOCOLATE 24X385G",2016-12-01,787,2018-04-05,490,"Fresh"
"59008",1064986,"ANLENE GOLD CHOCOLATE 24X385G",2016-12-01,782,2018-05-08,523,"Fresh"
"59009",1064986,"ANLENE GOLD CHOCOLATE 24X385G",2016-12-01,294,2018-05-09,524,"Fresh"
"59018",1065037,"ANCHOR 6X2.5KG(PH) CAN",2016-12-01,374,2019-08-05,977,"Fresh"
"59019",1065037,"ANCHOR 6X2.5KG(PH) CAN",2016-12-01,616,2019-08-10,982,"Fresh"
"59028",1065201,"ANMUM MATERNA PLAIN 12X800G",2016-12-01,1,2018-02-28,454,"Fresh"
"59030",1065201,"ANMUM MATERNA PLAIN 12X800G",2016-12-01,541,2018-04-24,509,"Fresh"
"59031",1065201,"ANMUM MATERNA PLAIN 12X800G",2016-12-01,248,2018-05-22,537,"Fresh"
"59039",1065202,"ANMUM MATERNA CHOCO 12X800G",2016-12-01,1,2018-03-23,477,"Fresh"
"59040",1065202,"ANMUM MATERNA CHOCO 12X800G",2016-12-01,250,2018-04-28,513,"Fresh"
"59041",1065202,"ANMUM MATERNA CHOCO 12X800G",2016-12-01,375,2018-05-11,526,"Fresh"
"59042",1065202,"ANMUM MATERNA CHOCO 12X800G",2016-12-01,683,2018-05-12,527,"Fresh"
"59048",1065315,"ANLENE GOLD 12X990G SUP",2016-12-01,1,2018-02-10,436,"Fresh"
"59050",1065315,"ANLENE GOLD 12X990G SUP",2016-12-01,1,2018-02-12,438,"Fresh"
"59052",1065315,"ANLENE GOLD 12X990G SUP",2016-12-01,1,2018-03-08,462,"Fresh"
"59054",1065315,"ANLENE GOLD 12X990G SUP",2016-12-01,1,2018-03-21,475,"Fresh"
"59055",1065315,"ANLENE GOLD 12X990G SUP",2016-12-01,1,2018-03-22,476,"Fresh"
"59057",1065315,"ANLENE GOLD 12X990G SUP",2016-12-01,5,2018-03-28,482,"Fresh"
"59059",1065315,"ANLENE GOLD 12X990G SUP",2016-12-01,1,2018-04-11,496,"Fresh"
"59060",1065315,"ANLENE GOLD 12X990G SUP",2016-12-01,370,2018-04-12,497,"Fresh"
"59061",1065315,"ANLENE GOLD 12X990G SUP",2016-12-01,240,2018-05-16,531,"Fresh"
"59062",1065315,"ANLENE GOLD 12X990G SUP",2016-12-01,888,2018-05-17,532,"Fresh"
"59063",1065315,"ANLENE GOLD 12X990G SUP",2016-12-01,1047,2018-05-18,533,"Fresh"
"59116",1065316,"ANLENE GOLD 24X180G SUP",2016-12-01,873,2018-05-05,520,"Fresh"
"59117",1065316,"ANLENE GOLD 24X180G SUP",2016-12-01,1036,2018-05-06,521,"Fresh"
"59118",1065316,"ANLENE GOLD 24X180G SUP",2016-12-01,670,2018-05-07,522,"Fresh"
"59119",1065316,"ANLENE GOLD 24X180G SUP",2016-12-01,1127,2018-05-08,523,"Fresh"
"59120",1065316,"ANLENE GOLD 24X180G SUP",2016-12-01,2891.75,2018-05-18,533,"Fresh"
"59153",1065317,"ANLENE GOLD CHOC 12X980G SUP",2016-12-01,1,2018-02-04,430,"Fresh"
"59155",1065317,"ANLENE GOLD CHOC 12X980G SUP",2016-12-01,1,2018-03-12,466,"Fresh"
"59156",1065317,"ANLENE GOLD CHOC 12X980G SUP",2016-12-01,666,2018-04-06,491,"Fresh"
"59157",1065317,"ANLENE GOLD CHOC 12X980G SUP",2016-12-01,310,2018-04-07,492,"Fresh"
"59158",1065317,"ANLENE GOLD CHOC 12X980G SUP",2016-12-01,1083,2018-05-10,525,"Fresh"
"59176",1065318,"ANLENE GOLD CHOC 24X175G SUP",2016-12-01,672,2018-04-05,490,"Fresh"
"59177",1065318,"ANLENE GOLD CHOC 24X175G SUP",2016-12-01,1058,2018-05-08,523,"Fresh"
"59178",1065318,"ANLENE GOLD CHOC 24X175G SUP",2016-12-01,1740,2018-05-09,524,"Fresh"
"59187",10332315,"ANC FAMILY MILK 12X655G",2016-12-01,1,2017-04-20,140,"Fresh"
"59210",10333759,"ANC UHT FRESH 1L AT P70 SRP",2016-12-01,0.666666666666667,2017-06-09,190,"Fresh"
"59211",10333759,"ANC UHT FRESH 1L AT P70 SRP",2016-12-01,686,2017-06-16,197,"Fresh"
"59252",10341116,"ANC FAMILY MILK 24X300G+35G",2016-12-01,71,2018-05-03,518,"Fresh"
"59253",10341116,"ANC FAMILY MILK 24X300G+35G",2016-12-01,945,2018-05-04,519,"Fresh"
"59254",10341116,"ANC FAMILY MILK 24X300G+35G",2016-12-01,1137,2018-05-20,535,"Fresh"
"59262",10341311,"ANC FAMILY MILK 32X140G+10G",2016-12-01,3,2018-01-08,403,"Fresh"
"59263",10341311,"ANC FAMILY MILK 32X140G+10G",2016-12-01,576.53125,2018-02-20,446,"Fresh"
"59277",10341429,"ANC FAMILY MILK 12X900G+100G",2016-12-01,510,2018-05-03,518,"Fresh"
"59278",10341429,"ANC FAMILY MILK 12X900G+100G",2016-12-01,315,2018-05-19,534,"Fresh"
"59279",10341429,"ANC FAMILY MILK 12X900G+100G",2016-12-01,953,2018-05-20,535,"Fresh"
"59295",10341430,"ANC FAMILY MILK 12X655G+45G",2016-12-01,2476.58333333333,2018-05-19,534,"Fresh"
"59315",10343543,"ANL GOLD CHOC 24X300G",2016-12-01,1,2018-02-06,432,"Fresh"
"59318",10343543,"ANL GOLD CHOC 24X300G",2016-12-01,1,2018-03-13,467,"Fresh"
"59319",10343543,"ANL GOLD CHOC 24X300G",2016-12-01,2,2018-04-05,490,"Fresh"
"59321",10343543,"ANL GOLD CHOC 24X300G",2016-12-01,74,2018-04-28,513,"Fresh"
"59322",10343543,"ANL GOLD CHOC 24X300G",2016-12-01,883,2018-05-09,524,"Fresh"
"59323",10343543,"ANL GOLD CHOC 24X300G",2016-12-01,760,2018-05-10,525,"Fresh"
"59341",10343544,"ANL GOLD PLAIN 24X300G",2016-12-01,0.875,2018-02-23,449,"Fresh"
"59343",10343544,"ANL GOLD PLAIN 24X300G",2016-12-01,1,2018-03-06,460,"Fresh"
"59344",10343544,"ANL GOLD PLAIN 24X300G",2016-12-01,1,2018-03-20,474,"Fresh"
"59347",10343544,"ANL GOLD PLAIN 24X300G",2016-12-01,2,2018-04-12,497,"Fresh"
"59349",10343544,"ANL GOLD PLAIN 24X300G",2016-12-01,1046,2018-04-19,504,"Fresh"
"59350",10343544,"ANL GOLD PLAIN 24X300G",2016-12-01,801,2018-04-20,505,"Fresh"
"59351",10343544,"ANL GOLD PLAIN 24X300G",2016-12-01,397,2018-05-15,530,"Fresh"
"59352",10343544,"ANL GOLD PLAIN 24X300G",2016-12-01,1205,2018-05-16,531,"Fresh"
"59367",10351199,"ANM CHOC 4X3 800G SUYSING",2016-12-01,6,2018-01-16,411,"Fresh"
"59368",10351199,"ANM CHOC 4X3 800G SUYSING",2016-12-01,2,2018-03-14,468,"Fresh"
"59373",10351200,"ANM PLAIN 4X3 800G SUYSING",2016-12-01,2,2017-09-09,282,"Fresh"
"59374",10351200,"ANM PLAIN 4X3 800G SUYSING",2016-12-01,4,2018-01-17,412,"Fresh"
"59375",10351200,"ANM PLAIN 4X3 800G SUYSING",2016-12-01,2,2018-02-28,454,"Fresh"
"59379",10354033,"ANM PLAIN 6X4X180G SUYSING",2016-12-01,4,2018-02-25,451,"Fresh"
"59380",10354033,"ANM PLAIN 6X4X180G SUYSING",2016-12-01,10,2018-04-24,509,"Fresh"
"59385",10354037,"ANM CHOC 6X4X180G SUYSING",2016-12-01,9,2018-02-24,450,"Fresh"
"59386",10354037,"ANM CHOC 6X4X180G SUYSING",2016-12-01,2,2018-04-26,511,"Fresh"
"59395",10367045,"ANL GOLD PLAIN 72X30G",2016-12-01,65,2017-10-19,322,"Fresh"
"59396",10367045,"ANL GOLD PLAIN 72X30G",2016-12-01,1121,2017-10-29,332,"Fresh"
"59397",10367045,"ANL GOLD PLAIN 72X30G",2016-12-01,842,2017-11-04,338,"Fresh"
"59398",10367045,"ANL GOLD PLAIN 72X30G",2016-12-01,851,2017-11-05,339,"Fresh"
"59399",10367045,"ANL GOLD PLAIN 72X30G",2016-12-01,827,2017-11-14,348,"Fresh"
"59400",10367045,"ANL GOLD PLAIN 72X30G",2016-12-01,427,2017-11-15,349,"Fresh"
"59401",10367045,"ANL GOLD PLAIN 72X30G",2016-12-01,420,2017-11-16,350,"Fresh"
"59402",10367045,"ANL GOLD PLAIN 72X30G",2016-12-01,844,2017-11-17,351,"Fresh"
"59434",10369151,"ANL CONC CHOC 3X4X110ML",2016-12-01,138,2017-05-01,151,"Fresh"
"59560",112991,"ANCHOR UHT LITE 12X1L NEW",2016-12-03,1,2017-05-03,151,"Fresh"
"59561",112991,"ANCHOR UHT LITE 12X1L NEW",2016-12-03,80,2017-05-11,159,"Fresh"
"59562",112991,"ANCHOR UHT LITE 12X1L NEW",2016-12-03,11,2017-05-19,167,"Fresh"
"59563",112991,"ANCHOR UHT LITE 12X1L NEW",2016-12-03,3264,2017-06-07,186,"Fresh"
