"","SKU","Description","Date","Quantity","Expiration.Date","Days.To.Expiry","Status"
"56564",1065317,"ANLENE GOLD CHOC 12X980G SUP",2016-11-26,1,2018-02-04,435,"Fresh"
"56566",1065317,"ANLENE GOLD CHOC 12X980G SUP",2016-11-26,1,2018-03-12,471,"Fresh"
"56567",1065317,"ANLENE GOLD CHOC 12X980G SUP",2016-11-26,1200,2018-04-06,496,"Fresh"
"56568",1065317,"ANLENE GOLD CHOC 12X980G SUP",2016-11-26,310,2018-04-07,497,"Fresh"
"56569",1065317,"ANLENE GOLD CHOC 12X980G SUP",2016-11-26,1083,2018-05-10,530,"Fresh"
"56586",1065318,"ANLENE GOLD CHOC 24X175G SUP",2016-11-26,1,2018-04-04,494,"Fresh"
"56587",1065318,"ANLENE GOLD CHOC 24X175G SUP",2016-11-26,1668,2018-04-05,495,"Fresh"
"56588",1065318,"ANLENE GOLD CHOC 24X175G SUP",2016-11-26,1058,2018-05-08,528,"Fresh"
"56589",1065318,"ANLENE GOLD CHOC 24X175G SUP",2016-11-26,1740,2018-05-09,529,"Fresh"
"56598",10332315,"ANC FAMILY MILK 12X655G",2016-11-26,1,2017-04-20,145,"Fresh"
"56619",10333759,"ANC UHT FRESH 1L AT P70 SRP",2016-11-26,1,2017-06-06,192,"Fresh"
"56621",10333759,"ANC UHT FRESH 1L AT P70 SRP",2016-11-26,44,2017-06-09,195,"Fresh"
"56622",10333759,"ANC UHT FRESH 1L AT P70 SRP",2016-11-26,360,2017-06-16,202,"Fresh"
"56623",10333759,"ANC UHT FRESH 1L AT P70 SRP",2016-11-26,22,2017-06-17,203,"Fresh"
"56662",10341116,"ANC FAMILY MILK 24X300G+35G",2016-11-26,531,2018-04-04,494,"Fresh"
"56663",10341116,"ANC FAMILY MILK 24X300G+35G",2016-11-26,469,2018-05-03,523,"Fresh"
"56664",10341116,"ANC FAMILY MILK 24X300G+35G",2016-11-26,945,2018-05-04,524,"Fresh"
"56673",10341311,"ANC FAMILY MILK 32X140G+10G",2016-11-26,460,2018-01-08,408,"Fresh"
"56686",10341429,"ANC FAMILY MILK 12X900G+100G",2016-11-26,3,2018-04-08,498,"Fresh"
"56687",10341429,"ANC FAMILY MILK 12X900G+100G",2016-11-26,249,2018-05-02,522,"Fresh"
"56688",10341429,"ANC FAMILY MILK 12X900G+100G",2016-11-26,877,2018-05-03,523,"Fresh"
"56705",10341430,"ANC FAMILY MILK 12X655G+45G",2016-11-26,768,2018-05-02,522,"Fresh"
"56706",10341430,"ANC FAMILY MILK 12X655G+45G",2016-11-26,2333,2018-05-19,539,"Fresh"
"56726",10343543,"ANL GOLD CHOC 24X300G",2016-11-26,1,2018-02-06,437,"Fresh"
"56729",10343543,"ANL GOLD CHOC 24X300G",2016-11-26,1,2018-03-13,472,"Fresh"
"56730",10343543,"ANL GOLD CHOC 24X300G",2016-11-26,2,2018-04-05,495,"Fresh"
"56731",10343543,"ANL GOLD CHOC 24X300G",2016-11-26,11,2018-04-06,496,"Fresh"
"56732",10343543,"ANL GOLD CHOC 24X300G",2016-11-26,628,2018-04-28,518,"Fresh"
"56733",10343543,"ANL GOLD CHOC 24X300G",2016-11-26,883,2018-05-09,529,"Fresh"
"56734",10343543,"ANL GOLD CHOC 24X300G",2016-11-26,760,2018-05-10,530,"Fresh"
"56752",10343544,"ANL GOLD PLAIN 24X300G",2016-11-26,0.875,2018-02-23,454,"Fresh"
"56754",10343544,"ANL GOLD PLAIN 24X300G",2016-11-26,1,2018-03-06,465,"Fresh"
"56755",10343544,"ANL GOLD PLAIN 24X300G",2016-11-26,1,2018-03-20,479,"Fresh"
"56758",10343544,"ANL GOLD PLAIN 24X300G",2016-11-26,2,2018-04-12,502,"Fresh"
"56759",10343544,"ANL GOLD PLAIN 24X300G",2016-11-26,406,2018-04-18,508,"Fresh"
"56760",10343544,"ANL GOLD PLAIN 24X300G",2016-11-26,1550,2018-04-19,509,"Fresh"
"56761",10343544,"ANL GOLD PLAIN 24X300G",2016-11-26,801,2018-04-20,510,"Fresh"
"56762",10343544,"ANL GOLD PLAIN 24X300G",2016-11-26,397,2018-05-15,535,"Fresh"
"56763",10343544,"ANL GOLD PLAIN 24X300G",2016-11-26,1205,2018-05-16,536,"Fresh"
"56778",10351199,"ANM CHOC 4X3 800G SUYSING",2016-11-26,6,2018-01-16,416,"Fresh"
"56779",10351199,"ANM CHOC 4X3 800G SUYSING",2016-11-26,2,2018-03-14,473,"Fresh"
"56784",10351200,"ANM PLAIN 4X3 800G SUYSING",2016-11-26,2,2017-09-09,287,"Fresh"
"56785",10351200,"ANM PLAIN 4X3 800G SUYSING",2016-11-26,4,2018-01-17,417,"Fresh"
"56786",10351200,"ANM PLAIN 4X3 800G SUYSING",2016-11-26,2,2018-02-28,459,"Fresh"
"56790",10354033,"ANM PLAIN 6X4X180G SUYSING",2016-11-26,4,2018-02-25,456,"Fresh"
"56791",10354033,"ANM PLAIN 6X4X180G SUYSING",2016-11-26,10,2018-04-24,514,"Fresh"
"56796",10354037,"ANM CHOC 6X4X180G SUYSING",2016-11-26,9,2018-02-24,455,"Fresh"
"56797",10354037,"ANM CHOC 6X4X180G SUYSING",2016-11-26,2,2018-04-26,516,"Fresh"
"56802",10367045,"ANL GOLD PLAIN 72X30G",2016-11-26,723,2017-10-12,320,"Fresh"
"56803",10367045,"ANL GOLD PLAIN 72X30G",2016-11-26,1276,2017-10-13,321,"Fresh"
"56804",10367045,"ANL GOLD PLAIN 72X30G",2016-11-26,417,2017-10-17,325,"Fresh"
"56805",10367045,"ANL GOLD PLAIN 72X30G",2016-11-26,840,2017-10-18,326,"Fresh"
"56806",10367045,"ANL GOLD PLAIN 72X30G",2016-11-26,1164,2017-10-19,327,"Fresh"
"56807",10367045,"ANL GOLD PLAIN 72X30G",2016-11-26,1265,2017-10-29,337,"Fresh"
"56808",10367045,"ANL GOLD PLAIN 72X30G",2016-11-26,842,2017-11-04,343,"Fresh"
"56809",10367045,"ANL GOLD PLAIN 72X30G",2016-11-26,851,2017-11-05,344,"Fresh"
"56810",10367045,"ANL GOLD PLAIN 72X30G",2016-11-26,827,2017-11-14,353,"Fresh"
"56811",10367045,"ANL GOLD PLAIN 72X30G",2016-11-26,427,2017-11-15,354,"Fresh"
"56812",10367045,"ANL GOLD PLAIN 72X30G",2016-11-26,420,2017-11-16,355,"Fresh"
"56813",10367045,"ANL GOLD PLAIN 72X30G",2016-11-26,844,2017-11-17,356,"Fresh"
"56845",10369151,"ANL CONC CHOC 3X4X110ML",2016-11-26,138,2017-05-01,156,"Fresh"
"56971",112991,"ANCHOR UHT LITE 12X1L NEW",2016-11-28,1238,2017-05-03,156,"Fresh"
"56972",112991,"ANCHOR UHT LITE 12X1L NEW",2016-11-28,80,2017-05-11,164,"Fresh"
"56973",112991,"ANCHOR UHT LITE 12X1L NEW",2016-11-28,82,2017-05-19,172,"Fresh"
"56974",112991,"ANCHOR UHT LITE 12X1L NEW",2016-11-28,3384,2017-06-07,191,"Fresh"
"56976",112991,"ANCHOR UHT LITE 12X1L NEW",2016-11-28,3238,2017-06-15,199,"Fresh"
"57001",114511,"UHT MLK ANC FBNZ 12x1LTR (NEW)",2016-11-28,82,2017-06-06,190,"Fresh"
"57002",114511,"UHT MLK ANC FBNZ 12x1LTR (NEW)",2016-11-28,1575.58333333333,2017-06-08,192,"Fresh"
"57003",114511,"UHT MLK ANC FBNZ 12x1LTR (NEW)",2016-11-28,1700,2017-06-09,193,"Fresh"
"57004",114511,"UHT MLK ANC FBNZ 12x1LTR (NEW)",2016-11-28,6445,2017-06-16,200,"Fresh"
"57005",114511,"UHT MLK ANC FBNZ 12x1LTR (NEW)",2016-11-28,88,2017-06-17,201,"Fresh"
"57036",1053009,"Anchor FCMP 24x150g",2016-11-28,84,2017-12-22,389,"Fresh"
"57037",1053009,"Anchor FCMP 24x150g",2016-11-28,436,2018-02-14,443,"Fresh"
"57045",1053010,"ANCHOR FCMP 24 X 350G",2016-11-28,587,2017-12-28,395,"Fresh"
"57046",1053010,"ANCHOR FCMP 24 X 350G",2016-11-28,165,2018-02-14,443,"Fresh"
"57052",1053011,"ANCHOR FCMP 12 X700G",2016-11-28,1,2017-10-30,336,"Fresh"
"57054",1053011,"ANCHOR FCMP 12 X700G",2016-11-28,1,2017-12-13,380,"Fresh"
"57055",1053011,"ANCHOR FCMP 12 X700G",2016-11-28,171,2017-12-22,389,"Fresh"
"57057",1053011,"ANCHOR FCMP 12 X700G",2016-11-28,800,2018-02-14,443,"Fresh"
"57065",1057371,"ANCHOR FCMP 6X1.8kg (Phillipines)",2016-11-28,752,2019-07-25,969,"Fresh"
"57066",1057371,"ANCHOR FCMP 6X1.8kg (Phillipines)",2016-11-28,1842,2019-08-18,993,"Fresh"
"57070",1062473,"ANLENE CONCENTRAT VNL-PH 110ML",2016-11-28,1266,2017-06-08,192,"Fresh"
"57079",1062474,"ANLENE CONCENTRATCHOC-PH 110ML",2016-11-28,1159,2017-06-06,190,"Fresh"
"57090",1063485,"ANMUM MATERNA PLAIN 24X180G (LEDA)",2016-11-28,1,2018-04-24,512,"Fresh"
"57091",1063485,"ANMUM MATERNA PLAIN 24X180G (LEDA)",2016-11-28,915.833333333333,2018-04-25,513,"Fresh"
"57103",1063486,"ANMUM MAT CHOC 24x180G LEDA",2016-11-28,822,2018-04-27,515,"Fresh"
"57104",1063486,"ANMUM MAT CHOC 24x180G LEDA",2016-11-28,867,2018-05-11,529,"Fresh"
"57114",1063488,"ANMUM MATERNA PLAIN 24X375G (LEDA)",2016-11-28,411,2018-04-22,510,"Fresh"
"57115",1063488,"ANMUM MATERNA PLAIN 24X375G (LEDA)",2016-11-28,188,2018-04-23,511,"Fresh"
"57125",1063491,"ANMUM CHOC 24X375G",2016-11-28,189,2018-04-26,514,"Fresh"
"57126",1063491,"ANMUM CHOC 24X375G",2016-11-28,411,2018-04-27,515,"Fresh"
"57127",1063491,"ANMUM CHOC 24X375G",2016-11-28,720,2018-05-11,529,"Fresh"
"57132",1063581,"ANMUM CHOCO 80X46G",2016-11-28,10.075,2017-08-23,268,"Fresh"
"57133",1063581,"ANMUM CHOCO 80X46G",2016-11-28,192.925,2018-01-26,424,"Fresh"
"57134",1063581,"ANMUM CHOCO 80X46G",2016-11-28,497.8625,2018-01-29,427,"Fresh"
"57139",1063582,"ANMUM PLAIN 80X37.5G LEDA",2016-11-28,307,2018-01-22,420,"Fresh"
"57140",1063582,"ANMUM PLAIN 80X37.5G LEDA",2016-11-28,317.175,2018-01-24,422,"Fresh"
"57145",1063645,"ANMUM MATERNA 24X375G",2016-11-28,12,2018-04-22,510,"Fresh"
"57146",1063647,"ANMUM MATERNA CHOCO 24X375G",2016-11-28,4,2017-06-13,197,"Fresh"
"57147",1063647,"ANMUM MATERNA CHOCO 24X375G",2016-11-28,21,2018-03-15,472,"Fresh"
"57152",1064002,"ANMUM VANILLA MANGO 24X180G",2016-11-28,804,2018-04-26,514,"Fresh"
"57157",1064003,"ANMUM VANILLA MANGO 24X375G",2016-11-28,141,2018-03-22,479,"Fresh"
"57158",1064003,"ANMUM VANILLA MANGO 24X375G",2016-11-28,423,2018-04-26,514,"Fresh"
"57161",1064023,"ANMUM VANILLA MANGO 80X37.5 G",2016-11-28,0.925,2017-09-05,281,"Fresh"
"57162",1064023,"ANMUM VANILLA MANGO 80X37.5 G",2016-11-28,279.675,2018-01-26,424,"Fresh"
"57175",1064935,"ANCHOR FAMILY MILK CHOC 32X150G",2016-11-28,1,2017-10-22,328,"Fresh"
"57176",1064935,"ANCHOR FAMILY MILK CHOC 32X150G",2016-11-28,35,2018-01-13,411,"Fresh"
"57179",1064935,"ANCHOR FAMILY MILK CHOC 32X150G",2016-11-28,590,2018-04-28,516,"Fresh"
"57184",1064936,"ANCHOR FAMILY MILK CHOC 12X700G",2016-11-28,1,2018-02-06,435,"Fresh"
"57187",1064936,"ANCHOR FAMILY MILK CHOC 12X700G",2016-11-28,318,2018-04-07,495,"Fresh"
"57188",1064936,"ANCHOR FAMILY MILK CHOC 12X700G",2016-11-28,564,2018-05-10,528,"Fresh"
"57189",1064936,"ANCHOR FAMILY MILK CHOC 12X700G",2016-11-28,1138,2018-05-11,529,"Fresh"
"57202",1064975,"ANLENE GOLD REFORM 12X600G",2016-11-28,1,2018-02-13,442,"Fresh"
"57204",1064975,"ANLENE GOLD REFORM 12X600G",2016-11-28,1,2018-02-15,444,"Fresh"
"57209",1064975,"ANLENE GOLD REFORM 12X600G",2016-11-28,1,2018-03-07,464,"Fresh"
"57211",1064975,"ANLENE GOLD REFORM 12X600G",2016-11-28,3,2018-04-09,497,"Fresh"
"57212",1064975,"ANLENE GOLD REFORM 12X600G",2016-11-28,2180,2018-04-10,498,"Fresh"
"57213",1064975,"ANLENE GOLD REFORM 12X600G",2016-11-28,1470,2018-04-20,508,"Fresh"
"57214",1064975,"ANLENE GOLD REFORM 12X600G",2016-11-28,1596,2018-05-06,524,"Fresh"
"57215",1064975,"ANLENE GOLD REFORM 12X600G",2016-11-28,1306,2018-05-07,525,"Fresh"
"57216",1064975,"ANLENE GOLD REFORM 12X600G",2016-11-28,404,2018-05-08,526,"Fresh"
"57253",1064984,"ANLENE GOLD NANOCAL 24X390G",2016-11-28,72,2018-04-17,505,"Fresh"
"57254",1064984,"ANLENE GOLD NANOCAL 24X390G",2016-11-28,1127,2018-04-18,506,"Fresh"
"57255",1064984,"ANLENE GOLD NANOCAL 24X390G",2016-11-28,931,2018-05-14,532,"Fresh"
"57256",1064984,"ANLENE GOLD NANOCAL 24X390G",2016-11-28,1328,2018-05-15,533,"Fresh"
"57279",1064986,"ANLENE GOLD CHOCOLATE 24X385G",2016-11-28,113,2018-02-28,457,"Fresh"
"57280",1064986,"ANLENE GOLD CHOCOLATE 24X385G",2016-11-28,583,2018-04-04,492,"Fresh"
"57281",1064986,"ANLENE GOLD CHOCOLATE 24X385G",2016-11-28,787,2018-04-05,493,"Fresh"
"57282",1064986,"ANLENE GOLD CHOCOLATE 24X385G",2016-11-28,782,2018-05-08,526,"Fresh"
"57283",1064986,"ANLENE GOLD CHOCOLATE 24X385G",2016-11-28,294,2018-05-09,527,"Fresh"
"57292",1065037,"ANCHOR 6X2.5KG(PH) CAN",2016-11-28,483,2019-08-05,980,"Fresh"
"57293",1065037,"ANCHOR 6X2.5KG(PH) CAN",2016-11-28,616,2019-08-10,985,"Fresh"
"57302",1065201,"ANMUM MATERNA PLAIN 12X800G",2016-11-28,1,2018-02-28,457,"Fresh"
"57303",1065201,"ANMUM MATERNA PLAIN 12X800G",2016-11-28,129,2018-04-23,511,"Fresh"
"57304",1065201,"ANMUM MATERNA PLAIN 12X800G",2016-11-28,726,2018-04-24,512,"Fresh"
"57313",1065202,"ANMUM MATERNA CHOCO 12X800G",2016-11-28,1,2018-03-23,480,"Fresh"
"57314",1065202,"ANMUM MATERNA CHOCO 12X800G",2016-11-28,558,2018-04-28,516,"Fresh"
"57315",1065202,"ANMUM MATERNA CHOCO 12X800G",2016-11-28,375,2018-05-11,529,"Fresh"
"57316",1065202,"ANMUM MATERNA CHOCO 12X800G",2016-11-28,683,2018-05-12,530,"Fresh"
"57322",1065315,"ANLENE GOLD 12X990G SUP",2016-11-28,1,2018-02-10,439,"Fresh"
"57324",1065315,"ANLENE GOLD 12X990G SUP",2016-11-28,1,2018-02-12,441,"Fresh"
"57326",1065315,"ANLENE GOLD 12X990G SUP",2016-11-28,1,2018-03-08,465,"Fresh"
"57328",1065315,"ANLENE GOLD 12X990G SUP",2016-11-28,1,2018-03-21,478,"Fresh"
"57329",1065315,"ANLENE GOLD 12X990G SUP",2016-11-28,1,2018-03-22,479,"Fresh"
"57331",1065315,"ANLENE GOLD 12X990G SUP",2016-11-28,5,2018-03-28,485,"Fresh"
"57333",1065315,"ANLENE GOLD 12X990G SUP",2016-11-28,725,2018-04-11,499,"Fresh"
"57334",1065315,"ANLENE GOLD 12X990G SUP",2016-11-28,889,2018-04-12,500,"Fresh"
"57335",1065315,"ANLENE GOLD 12X990G SUP",2016-11-28,240,2018-05-16,534,"Fresh"
"57336",1065315,"ANLENE GOLD 12X990G SUP",2016-11-28,888,2018-05-17,535,"Fresh"
"57337",1065315,"ANLENE GOLD 12X990G SUP",2016-11-28,1047,2018-05-18,536,"Fresh"
"57388",1065316,"ANLENE GOLD 24X180G SUP",2016-11-28,1078,2018-04-22,510,"Fresh"
"57389",1065316,"ANLENE GOLD 24X180G SUP",2016-11-28,662,2018-05-04,522,"Fresh"
"57390",1065316,"ANLENE GOLD 24X180G SUP",2016-11-28,1780,2018-05-05,523,"Fresh"
"57391",1065316,"ANLENE GOLD 24X180G SUP",2016-11-28,1109,2018-05-06,524,"Fresh"
"57392",1065316,"ANLENE GOLD 24X180G SUP",2016-11-28,670,2018-05-07,525,"Fresh"
"57393",1065316,"ANLENE GOLD 24X180G SUP",2016-11-28,1127,2018-05-08,526,"Fresh"
"57394",1065316,"ANLENE GOLD 24X180G SUP",2016-11-28,2891.75,2018-05-18,536,"Fresh"
"57427",1065317,"ANLENE GOLD CHOC 12X980G SUP",2016-11-28,1,2018-02-04,433,"Fresh"
"57429",1065317,"ANLENE GOLD CHOC 12X980G SUP",2016-11-28,1,2018-03-12,469,"Fresh"
"57430",1065317,"ANLENE GOLD CHOC 12X980G SUP",2016-11-28,1142,2018-04-06,494,"Fresh"
"57431",1065317,"ANLENE GOLD CHOC 12X980G SUP",2016-11-28,310,2018-04-07,495,"Fresh"
"57432",1065317,"ANLENE GOLD CHOC 12X980G SUP",2016-11-28,1083,2018-05-10,528,"Fresh"
"57449",1065318,"ANLENE GOLD CHOC 24X175G SUP",2016-11-28,1,2018-04-04,492,"Fresh"
"57450",1065318,"ANLENE GOLD CHOC 24X175G SUP",2016-11-28,1558,2018-04-05,493,"Fresh"
"57451",1065318,"ANLENE GOLD CHOC 24X175G SUP",2016-11-28,1058,2018-05-08,526,"Fresh"
"57452",1065318,"ANLENE GOLD CHOC 24X175G SUP",2016-11-28,1740,2018-05-09,527,"Fresh"
"57461",10332315,"ANC FAMILY MILK 12X655G",2016-11-28,1,2017-04-20,143,"Fresh"
"57482",10333759,"ANC UHT FRESH 1L AT P70 SRP",2016-11-28,1,2017-06-06,190,"Fresh"
"57484",10333759,"ANC UHT FRESH 1L AT P70 SRP",2016-11-28,380,2017-06-09,193,"Fresh"
"57485",10333759,"ANC UHT FRESH 1L AT P70 SRP",2016-11-28,211,2017-06-16,200,"Fresh"
"57486",10333759,"ANC UHT FRESH 1L AT P70 SRP",2016-11-28,22,2017-06-17,201,"Fresh"
"57525",10341116,"ANC FAMILY MILK 24X300G+35G",2016-11-28,477,2018-04-04,492,"Fresh"
"57526",10341116,"ANC FAMILY MILK 24X300G+35G",2016-11-28,469,2018-05-03,521,"Fresh"
"57527",10341116,"ANC FAMILY MILK 24X300G+35G",2016-11-28,945,2018-05-04,522,"Fresh"
"57528",10341116,"ANC FAMILY MILK 24X300G+35G",2016-11-28,1137,2018-05-20,538,"Fresh"
"57536",10341311,"ANC FAMILY MILK 32X140G+10G",2016-11-28,439,2018-01-08,406,"Fresh"
"57537",10341311,"ANC FAMILY MILK 32X140G+10G",2016-11-28,839,2018-02-20,449,"Fresh"
"57549",10341429,"ANC FAMILY MILK 12X900G+100G",2016-11-28,3,2018-04-08,496,"Fresh"
"57550",10341429,"ANC FAMILY MILK 12X900G+100G",2016-11-28,208,2018-05-02,520,"Fresh"
"57551",10341429,"ANC FAMILY MILK 12X900G+100G",2016-11-28,877,2018-05-03,521,"Fresh"
"57552",10341429,"ANC FAMILY MILK 12X900G+100G",2016-11-28,314,2018-05-19,537,"Fresh"
"57553",10341429,"ANC FAMILY MILK 12X900G+100G",2016-11-28,953,2018-05-20,538,"Fresh"
"57568",10341430,"ANC FAMILY MILK 12X655G+45G",2016-11-28,694,2018-05-02,520,"Fresh"
"57569",10341430,"ANC FAMILY MILK 12X655G+45G",2016-11-28,2487.58333333333,2018-05-19,537,"Fresh"
"57589",10343543,"ANL GOLD CHOC 24X300G",2016-11-28,1,2018-02-06,435,"Fresh"
"57592",10343543,"ANL GOLD CHOC 24X300G",2016-11-28,1,2018-03-13,470,"Fresh"
"57593",10343543,"ANL GOLD CHOC 24X300G",2016-11-28,2,2018-04-05,493,"Fresh"
"57594",10343543,"ANL GOLD CHOC 24X300G",2016-11-28,10,2018-04-06,494,"Fresh"
"57595",10343543,"ANL GOLD CHOC 24X300G",2016-11-28,628,2018-04-28,516,"Fresh"
"57596",10343543,"ANL GOLD CHOC 24X300G",2016-11-28,883,2018-05-09,527,"Fresh"
"57597",10343543,"ANL GOLD CHOC 24X300G",2016-11-28,760,2018-05-10,528,"Fresh"
"57615",10343544,"ANL GOLD PLAIN 24X300G",2016-11-28,0.875,2018-02-23,452,"Fresh"
"57617",10343544,"ANL GOLD PLAIN 24X300G",2016-11-28,1,2018-03-06,463,"Fresh"
"57618",10343544,"ANL GOLD PLAIN 24X300G",2016-11-28,1,2018-03-20,477,"Fresh"
"57621",10343544,"ANL GOLD PLAIN 24X300G",2016-11-28,2,2018-04-12,500,"Fresh"
"57622",10343544,"ANL GOLD PLAIN 24X300G",2016-11-28,406,2018-04-18,506,"Fresh"
"57623",10343544,"ANL GOLD PLAIN 24X300G",2016-11-28,1550,2018-04-19,507,"Fresh"
"57624",10343544,"ANL GOLD PLAIN 24X300G",2016-11-28,801,2018-04-20,508,"Fresh"
"57625",10343544,"ANL GOLD PLAIN 24X300G",2016-11-28,397,2018-05-15,533,"Fresh"
"57626",10343544,"ANL GOLD PLAIN 24X300G",2016-11-28,1205,2018-05-16,534,"Fresh"
"57641",10351199,"ANM CHOC 4X3 800G SUYSING",2016-11-28,6,2018-01-16,414,"Fresh"
"57642",10351199,"ANM CHOC 4X3 800G SUYSING",2016-11-28,2,2018-03-14,471,"Fresh"
"57647",10351200,"ANM PLAIN 4X3 800G SUYSING",2016-11-28,2,2017-09-09,285,"Fresh"
"57648",10351200,"ANM PLAIN 4X3 800G SUYSING",2016-11-28,4,2018-01-17,415,"Fresh"
"57649",10351200,"ANM PLAIN 4X3 800G SUYSING",2016-11-28,2,2018-02-28,457,"Fresh"
"57653",10354033,"ANM PLAIN 6X4X180G SUYSING",2016-11-28,4,2018-02-25,454,"Fresh"
"57654",10354033,"ANM PLAIN 6X4X180G SUYSING",2016-11-28,10,2018-04-24,512,"Fresh"
"57659",10354037,"ANM CHOC 6X4X180G SUYSING",2016-11-28,9,2018-02-24,453,"Fresh"
"57660",10354037,"ANM CHOC 6X4X180G SUYSING",2016-11-28,2,2018-04-26,514,"Fresh"
"57665",10367045,"ANL GOLD PLAIN 72X30G",2016-11-28,714,2017-10-12,318,"Fresh"
"57666",10367045,"ANL GOLD PLAIN 72X30G",2016-11-28,1276,2017-10-13,319,"Fresh"
"57667",10367045,"ANL GOLD PLAIN 72X30G",2016-11-28,417,2017-10-17,323,"Fresh"
"57668",10367045,"ANL GOLD PLAIN 72X30G",2016-11-28,840,2017-10-18,324,"Fresh"
"57669",10367045,"ANL GOLD PLAIN 72X30G",2016-11-28,1164,2017-10-19,325,"Fresh"
"57670",10367045,"ANL GOLD PLAIN 72X30G",2016-11-28,1265,2017-10-29,335,"Fresh"
"57671",10367045,"ANL GOLD PLAIN 72X30G",2016-11-28,842,2017-11-04,341,"Fresh"
"57672",10367045,"ANL GOLD PLAIN 72X30G",2016-11-28,851,2017-11-05,342,"Fresh"
"57673",10367045,"ANL GOLD PLAIN 72X30G",2016-11-28,827,2017-11-14,351,"Fresh"
"57674",10367045,"ANL GOLD PLAIN 72X30G",2016-11-28,427,2017-11-15,352,"Fresh"
"57675",10367045,"ANL GOLD PLAIN 72X30G",2016-11-28,420,2017-11-16,353,"Fresh"
"57676",10367045,"ANL GOLD PLAIN 72X30G",2016-11-28,844,2017-11-17,354,"Fresh"
"57708",10369151,"ANL CONC CHOC 3X4X110ML",2016-11-28,138,2017-05-01,154,"Fresh"
"57834",112991,"ANCHOR UHT LITE 12X1L NEW",2016-11-30,3,2017-05-03,154,"Fresh"
"57835",112991,"ANCHOR UHT LITE 12X1L NEW",2016-11-30,80,2017-05-11,162,"Fresh"
"57836",112991,"ANCHOR UHT LITE 12X1L NEW",2016-11-30,11,2017-05-19,170,"Fresh"
"57837",112991,"ANCHOR UHT LITE 12X1L NEW",2016-11-30,3264,2017-06-07,189,"Fresh"
"57839",112991,"ANCHOR UHT LITE 12X1L NEW",2016-11-30,3238,2017-06-15,197,"Fresh"
"57840",112991,"ANCHOR UHT LITE 12X1L NEW",2016-11-30,3400,2017-06-20,202,"Fresh"
"57865",114511,"UHT MLK ANC FBNZ 12x1LTR (NEW)",2016-11-30,0.583333333333333,2017-06-08,190,"Fresh"
"57867",114511,"UHT MLK ANC FBNZ 12x1LTR (NEW)",2016-11-30,5917,2017-06-16,198,"Fresh"
"57899",1053009,"Anchor FCMP 24x150g",2016-11-30,21,2017-12-22,387,"Fresh"
"57900",1053009,"Anchor FCMP 24x150g",2016-11-30,436,2018-02-14,441,"Fresh"
"57908",1053010,"ANCHOR FCMP 24 X 350G",2016-11-30,495,2017-12-28,393,"Fresh"
"57909",1053010,"ANCHOR FCMP 24 X 350G",2016-11-30,165,2018-02-14,441,"Fresh"
"57915",1053011,"ANCHOR FCMP 12 X700G",2016-11-30,1,2017-10-30,334,"Fresh"
"57917",1053011,"ANCHOR FCMP 12 X700G",2016-11-30,1,2017-12-13,378,"Fresh"
"57920",1053011,"ANCHOR FCMP 12 X700G",2016-11-30,733,2018-02-14,441,"Fresh"
"57928",1057371,"ANCHOR FCMP 6X1.8kg (Phillipines)",2016-11-30,655,2019-07-25,967,"Fresh"
"57929",1057371,"ANCHOR FCMP 6X1.8kg (Phillipines)",2016-11-30,1842,2019-08-18,991,"Fresh"
"57933",1062473,"ANLENE CONCENTRAT VNL-PH 110ML",2016-11-30,1058,2017-06-08,190,"Fresh"
"57934",1062473,"ANLENE CONCENTRAT VNL-PH 110ML",2016-11-30,2856,2017-07-15,227,"Fresh"
"57942",1062474,"ANLENE CONCENTRATCHOC-PH 110ML",2016-11-30,858,2017-06-06,188,"Fresh"
"57943",1062474,"ANLENE CONCENTRATCHOC-PH 110ML",2016-11-30,2970,2017-07-16,228,"Fresh"
"57953",1063485,"ANMUM MATERNA PLAIN 24X180G (LEDA)",2016-11-30,1,2018-04-24,510,"Fresh"
"57954",1063485,"ANMUM MATERNA PLAIN 24X180G (LEDA)",2016-11-30,117.833333333333,2018-04-25,511,"Fresh"
"57955",1063485,"ANMUM MATERNA PLAIN 24X180G (LEDA)",2016-11-30,867,2018-05-21,537,"Fresh"
"57956",1063485,"ANMUM MATERNA PLAIN 24X180G (LEDA)",2016-11-30,894,2018-05-22,538,"Fresh"
"57966",1063486,"ANMUM MAT CHOC 24x180G LEDA",2016-11-30,170,2018-04-27,513,"Fresh"
"57967",1063486,"ANMUM MAT CHOC 24x180G LEDA",2016-11-30,867,2018-05-11,527,"Fresh"
"57975",1063488,"ANMUM MATERNA PLAIN 24X375G (LEDA)",2016-11-30,1,2018-02-27,454,"Fresh"
"57978",1063488,"ANMUM MATERNA PLAIN 24X375G (LEDA)",2016-11-30,82,2018-04-23,509,"Fresh"
"57979",1063488,"ANMUM MATERNA PLAIN 24X375G (LEDA)",2016-11-30,1371.25,2018-05-21,537,"Fresh"
"57989",1063491,"ANMUM CHOC 24X375G",2016-11-30,147,2018-04-27,513,"Fresh"
"57990",1063491,"ANMUM CHOC 24X375G",2016-11-30,720,2018-05-11,527,"Fresh"
"57995",1063581,"ANMUM CHOCO 80X46G",2016-11-30,10.075,2017-08-23,266,"Fresh"
"57996",1063581,"ANMUM CHOCO 80X46G",2016-11-30,192.925,2018-01-26,422,"Fresh"
